query_loan_id,query_path,match_loan_id,match_path,rank,cosine_similarity,risk_level
loan_005,D:\GitHub\jinchuang\data\loan_005\face_signing.jpg,loan_008,D:\GitHub\jinchuang\data\loan_008\face_signing.jpg,3,0.961805522441864,medium
loan_005,D:\GitHub\jinchuang\data\loan_005\face_signing.jpg,loan_009,D:\GitHub\jinchuang\data\loan_009\face_signing.jpg,4,0.9499590396881104,medium
loan_005,D:\GitHub\jinchuang\data\loan_005\face_signing.jpg,loan_011,D:\GitHub\jinchuang\data\loan_011\face_signing.jpg,5,0.9408692121505737,medium
loan_006,D:\GitHub\jinchuang\data\loan_006\face_signing.jpg,loan_045,D:\GitHub\jinchuang\data\loan_045\face_signing.jpg,1,0.9406513571739197,medium
loan_006,D:\GitHub\jinchuang\data\loan_006\face_signing.jpg,loan_036,D:\GitHub\jinchuang\data\loan_036\face_signing.jpg,2,0.9315804243087769,medium
loan_006,D:\GitHub\jinchuang\data\loan_006\face_signing.jpg,loan_3856,D:\GitHub\jinchuang\data\loan_3856\face_signing.jpg,3,0.9258109331130981,low
loan_006,D:\GitHub\jinchuang\data\loan_006\face_signing.jpg,loan_3072,D:\GitHub\jinchuang\data\loan_3072\face_signing.jpg,4,0.9255028963088989,low
loan_006,D:\GitHub\jinchuang\data\loan_006\face_signing.jpg,loan_024,D:\GitHub\jinchuang\data\loan_024\face_signing.jpg,5,0.9231813549995422,low
loan_007,D:\GitHub\jinchuang\data\loan_007\face_signing.jpg,loan_009,D:\GitHub\jinchuang\data\loan_009\face_signing.jpg,1,0.9505079388618469,medium
loan_007,D:\GitHub\jinchuang\data\loan_007\face_signing.jpg,loan_003,D:\GitHub\jinchuang\data\loan_003\face_signing.jpg,2,0.9408255815505981,medium
loan_007,D:\GitHub\jinchuang\data\loan_007\face_signing.jpg,loan_005,D:\GitHub\jinchuang\data\loan_005\face_signing.jpg,3,0.9400875568389893,medium
loan_007,D:\GitHub\jinchuang\data\loan_007\face_signing.jpg,loan_008,D:\GitHub\jinchuang\data\loan_008\face_signing.jpg,4,0.9299184083938599,low
loan_007,D:\GitHub\jinchuang\data\loan_007\face_signing.jpg,loan_015,D:\GitHub\jinchuang\data\loan_015\face_signing.jpg,5,0.9294440746307373,low
loan_0075,D:\GitHub\jinchuang\data\loan_0075\face_signing.jpg,loan_3044,D:\GitHub\jinchuang\data\loan_3044\face_signing.jpg,1,0.9943887591362,high
loan_0075,D:\GitHub\jinchuang\data\loan_0075\face_signing.jpg,loan_4075,D:\GitHub\jinchuang\data\loan_4075\face_signing.jpg,2,0.989086389541626,high
loan_0075,D:\GitHub\jinchuang\data\loan_0075\face_signing.jpg,loan_2102,D:\GitHub\jinchuang\data\loan_2102\face_signing.jpg,3,0.9432438611984253,medium
loan_0075,D:\GitHub\jinchuang\data\loan_0075\face_signing.jpg,loan_1894,D:\GitHub\jinchuang\data\loan_1894\face_signing.jpg,4,0.9418735504150391,medium
loan_0075,D:\GitHub\jinchuang\data\loan_0075\face_signing.jpg,loan_1263,D:\GitHub\jinchuang\data\loan_1263\face_signing.jpg,5,0.9406644105911255,medium
loan_0076,D:\GitHub\jinchuang\data\loan_0076\face_signing.jpg,loan_3045,D:\GitHub\jinchuang\data\loan_3045\face_signing.jpg,1,0.9986358284950256,high
loan_0076,D:\GitHub\jinchuang\data\loan_0076\face_signing.jpg,loan_2196,D:\GitHub\jinchuang\data\loan_2196\face_signing.jpg,2,0.9921414256095886,high
loan_0076,D:\GitHub\jinchuang\data\loan_0076\face_signing.jpg,loan_4076,D:\GitHub\jinchuang\data\loan_4076\face_signing.jpg,3,0.9888659715652466,high
loan_0076,D:\GitHub\jinchuang\data\loan_0076\face_signing.jpg,loan_0390,D:\GitHub\jinchuang\data\loan_0390\face_signing.jpg,4,0.953434407711029,medium
loan_0076,D:\GitHub\jinchuang\data\loan_0076\face_signing.jpg,loan_0398,D:\GitHub\jinchuang\data\loan_0398\face_signing.jpg,5,0.9531357884407043,medium
loan_0077,D:\GitHub\jinchuang\data\loan_0077\face_signing.jpg,loan_4050,D:\GitHub\jinchuang\data\loan_4050\face_signing.jpg,1,0.9879920482635498,high
loan_0077,D:\GitHub\jinchuang\data\loan_0077\face_signing.jpg,loan_2197,D:\GitHub\jinchuang\data\loan_2197\face_signing.jpg,2,0.9878921508789062,high
loan_0077,D:\GitHub\jinchuang\data\loan_0077\face_signing.jpg,loan_1788,D:\GitHub\jinchuang\data\loan_1788\face_signing.jpg,3,0.9861950874328613,high
loan_0077,D:\GitHub\jinchuang\data\loan_0077\face_signing.jpg,loan_3046,D:\GitHub\jinchuang\data\loan_3046\face_signing.jpg,4,0.9860148429870605,high
loan_0077,D:\GitHub\jinchuang\data\loan_0077\face_signing.jpg,loan_4077,D:\GitHub\jinchuang\data\loan_4077\face_signing.jpg,5,0.9839704036712646,high
loan_0078,D:\GitHub\jinchuang\data\loan_0078\face_signing.jpg,loan_3047,D:\GitHub\jinchuang\data\loan_3047\face_signing.jpg,1,0.9993005394935608,high
loan_0078,D:\GitHub\jinchuang\data\loan_0078\face_signing.jpg,loan_4078,D:\GitHub\jinchuang\data\loan_4078\face_signing.jpg,2,0.9982596635818481,high
loan_0078,D:\GitHub\jinchuang\data\loan_0078\face_signing.jpg,loan_0898,D:\GitHub\jinchuang\data\loan_0898\face_signing.jpg,3,0.964009702205658,medium
loan_0078,D:\GitHub\jinchuang\data\loan_0078\face_signing.jpg,loan_1408,D:\GitHub\jinchuang\data\loan_1408\face_signing.jpg,4,0.9592783451080322,medium
loan_0078,D:\GitHub\jinchuang\data\loan_0078\face_signing.jpg,loan_1612,D:\GitHub\jinchuang\data\loan_1612\face_signing.jpg,5,0.9563503265380859,medium
loan_0079,D:\GitHub\jinchuang\data\loan_0079\face_signing.jpg,loan_4079,D:\GitHub\jinchuang\data\loan_4079\face_signing.jpg,1,0.9977959394454956,high
loan_0079,D:\GitHub\jinchuang\data\loan_0079\face_signing.jpg,loan_3048,D:\GitHub\jinchuang\data\loan_3048\face_signing.jpg,2,0.9977959394454956,high
loan_0079,D:\GitHub\jinchuang\data\loan_0079\face_signing.jpg,loan_0945,D:\GitHub\jinchuang\data\loan_0945\face_signing.jpg,3,0.9506750106811523,medium
loan_0079,D:\GitHub\jinchuang\data\loan_0079\face_signing.jpg,loan_0988,D:\GitHub\jinchuang\data\loan_0988\face_signing.jpg,4,0.949239194393158,medium
loan_0079,D:\GitHub\jinchuang\data\loan_0079\face_signing.jpg,loan_1657,D:\GitHub\jinchuang\data\loan_1657\face_signing.jpg,5,0.9474391937255859,medium
loan_008,D:\GitHub\jinchuang\data\loan_008\face_signing.jpg,loan_005,D:\GitHub\jinchuang\data\loan_005\face_signing.jpg,1,0.9618054628372192,medium
loan_008,D:\GitHub\jinchuang\data\loan_008\face_signing.jpg,loan_003,D:\GitHub\jinchuang\data\loan_003\face_signing.jpg,2,0.9527284502983093,medium
loan_008,D:\GitHub\jinchuang\data\loan_008\face_signing.jpg,loan_050,D:\GitHub\jinchuang\data\loan_050\face_signing.jpg,3,0.9510906934738159,medium
loan_008,D:\GitHub\jinchuang\data\loan_008\face_signing.jpg,loan_018,D:\GitHub\jinchuang\data\loan_018\face_signing.jpg,4,0.9364553689956665,medium
loan_008,D:\GitHub\jinchuang\data\loan_008\face_signing.jpg,loan_051,D:\GitHub\jinchuang\data\loan_051\face_signing.jpg,5,0.935772180557251,medium
loan_0080,D:\GitHub\jinchuang\data\loan_0080\face_signing.jpg,loan_2121,D:\GitHub\jinchuang\data\loan_2121\face_signing.jpg,1,0.9989305734634399,high
loan_0080,D:\GitHub\jinchuang\data\loan_0080\face_signing.jpg,loan_3526,D:\GitHub\jinchuang\data\loan_3526\face_signing.jpg,2,0.9896620512008667,high
loan_0080,D:\GitHub\jinchuang\data\loan_0080\face_signing.jpg,loan_3049,D:\GitHub\jinchuang\data\loan_3049\face_signing.jpg,3,0.9895991683006287,high
loan_0080,D:\GitHub\jinchuang\data\loan_0080\face_signing.jpg,loan_1531,D:\GitHub\jinchuang\data\loan_1531\face_signing.jpg,4,0.989215612411499,high
loan_0080,D:\GitHub\jinchuang\data\loan_0080\face_signing.jpg,loan_2473,D:\GitHub\jinchuang\data\loan_2473\face_signing.jpg,5,0.9854525327682495,high
loan_0081,D:\GitHub\jinchuang\data\loan_0081\face_signing.jpg,loan_3050,D:\GitHub\jinchuang\data\loan_3050\face_signing.jpg,1,0.9987794160842896,high
loan_0081,D:\GitHub\jinchuang\data\loan_0081\face_signing.jpg,loan_4081,D:\GitHub\jinchuang\data\loan_4081\face_signing.jpg,2,0.9818321466445923,high
loan_0081,D:\GitHub\jinchuang\data\loan_0081\face_signing.jpg,loan_3113,D:\GitHub\jinchuang\data\loan_3113\face_signing.jpg,3,0.9406917691230774,medium
loan_0081,D:\GitHub\jinchuang\data\loan_0081\face_signing.jpg,loan_0144,D:\GitHub\jinchuang\data\loan_0144\face_signing.jpg,4,0.939916729927063,medium
loan_0081,D:\GitHub\jinchuang\data\loan_0081\face_signing.jpg,loan_0130,D:\GitHub\jinchuang\data\loan_0130\face_signing.jpg,5,0.9367016553878784,medium
loan_0082,D:\GitHub\jinchuang\data\loan_0082\face_signing.jpg,loan_3527,D:\GitHub\jinchuang\data\loan_3527\face_signing.jpg,1,0.9992223381996155,high
loan_0082,D:\GitHub\jinchuang\data\loan_0082\face_signing.jpg,loan_1416,D:\GitHub\jinchuang\data\loan_1416\face_signing.jpg,2,0.9990255832672119,high
loan_0082,D:\GitHub\jinchuang\data\loan_0082\face_signing.jpg,loan_0528,D:\GitHub\jinchuang\data\loan_0528\face_signing.jpg,3,0.9900137782096863,high
loan_0082,D:\GitHub\jinchuang\data\loan_0082\face_signing.jpg,loan_4082,D:\GitHub\jinchuang\data\loan_4082\face_signing.jpg,4,0.9882773160934448,high
loan_0082,D:\GitHub\jinchuang\data\loan_0082\face_signing.jpg,loan_2474,D:\GitHub\jinchuang\data\loan_2474\face_signing.jpg,5,0.9776986241340637,high
loan_0083,D:\GitHub\jinchuang\data\loan_0083\face_signing.jpg,loan_3052,D:\GitHub\jinchuang\data\loan_3052\face_signing.jpg,1,0.9599356055259705,medium
loan_0083,D:\GitHub\jinchuang\data\loan_0083\face_signing.jpg,loan_4083,D:\GitHub\jinchuang\data\loan_4083\face_signing.jpg,2,0.9516658782958984,medium
loan_0083,D:\GitHub\jinchuang\data\loan_0083\face_signing.jpg,loan_4141,D:\GitHub\jinchuang\data\loan_4141\face_signing.jpg,3,0.8527123928070068,low
loan_0083,D:\GitHub\jinchuang\data\loan_0083\face_signing.jpg,loan_1592,D:\GitHub\jinchuang\data\loan_1592\face_signing.jpg,4,0.8510952591896057,low
loan_0083,D:\GitHub\jinchuang\data\loan_0083\face_signing.jpg,loan_4099,D:\GitHub\jinchuang\data\loan_4099\face_signing.jpg,5,0.8424006104469299,low
loan_0084,D:\GitHub\jinchuang\data\loan_0084\face_signing.jpg,loan_4084,D:\GitHub\jinchuang\data\loan_4084\face_signing.jpg,1,0.9994009137153625,high
loan_0084,D:\GitHub\jinchuang\data\loan_0084\face_signing.jpg,loan_2198,D:\GitHub\jinchuang\data\loan_2198\face_signing.jpg,2,0.9923301935195923,high
loan_0084,D:\GitHub\jinchuang\data\loan_0084\face_signing.jpg,loan_3053,D:\GitHub\jinchuang\data\loan_3053\face_signing.jpg,3,0.9874529242515564,high
loan_0084,D:\GitHub\jinchuang\data\loan_0084\face_signing.jpg,loan_0868,D:\GitHub\jinchuang\data\loan_0868\face_signing.jpg,4,0.9686170816421509,medium
loan_0084,D:\GitHub\jinchuang\data\loan_0084\face_signing.jpg,loan_1412,D:\GitHub\jinchuang\data\loan_1412\face_signing.jpg,5,0.9639115333557129,medium
loan_0085,D:\GitHub\jinchuang\data\loan_0085\face_signing.jpg,loan_3054,D:\GitHub\jinchuang\data\loan_3054\face_signing.jpg,1,0.9985820055007935,high
loan_0085,D:\GitHub\jinchuang\data\loan_0085\face_signing.jpg,loan_4085,D:\GitHub\jinchuang\data\loan_4085\face_signing.jpg,2,0.9962520599365234,high
loan_0085,D:\GitHub\jinchuang\data\loan_0085\face_signing.jpg,loan_4144,D:\GitHub\jinchuang\data\loan_4144\face_signing.jpg,3,0.9374351501464844,medium
loan_0085,D:\GitHub\jinchuang\data\loan_0085\face_signing.jpg,loan_0144,D:\GitHub\jinchuang\data\loan_0144\face_signing.jpg,4,0.9369292259216309,medium
loan_0085,D:\GitHub\jinchuang\data\loan_0085\face_signing.jpg,loan_3113,D:\GitHub\jinchuang\data\loan_3113\face_signing.jpg,5,0.9365125298500061,medium
loan_0086,D:\GitHub\jinchuang\data\loan_0086\face_signing.jpg,loan_0996,D:\GitHub\jinchuang\data\loan_0996\face_signing.jpg,1,0.9988389015197754,high
loan_0086,D:\GitHub\jinchuang\data\loan_0086\face_signing.jpg,loan_3055,D:\GitHub\jinchuang\data\loan_3055\face_signing.jpg,2,0.9831385612487793,high
loan_0086,D:\GitHub\jinchuang\data\loan_0086\face_signing.jpg,loan_2475,D:\GitHub\jinchuang\data\loan_2475\face_signing.jpg,3,0.9819105863571167,high
loan_0086,D:\GitHub\jinchuang\data\loan_0086\face_signing.jpg,loan_4086,D:\GitHub\jinchuang\data\loan_4086\face_signing.jpg,4,0.9808144569396973,high
loan_0086,D:\GitHub\jinchuang\data\loan_0086\face_signing.jpg,loan_3528,D:\GitHub\jinchuang\data\loan_3528\face_signing.jpg,5,0.9792033433914185,high
loan_0087,D:\GitHub\jinchuang\data\loan_0087\face_signing.jpg,loan_4087,D:\GitHub\jinchuang\data\loan_4087\face_signing.jpg,1,0.9984321594238281,high
loan_0087,D:\GitHub\jinchuang\data\loan_0087\face_signing.jpg,loan_3056,D:\GitHub\jinchuang\data\loan_3056\face_signing.jpg,2,0.9981749057769775,high
loan_0087,D:\GitHub\jinchuang\data\loan_0087\face_signing.jpg,loan_1622,D:\GitHub\jinchuang\data\loan_1622\face_signing.jpg,3,0.9438368082046509,medium
loan_0087,D:\GitHub\jinchuang\data\loan_0087\face_signing.jpg,loan_2439,D:\GitHub\jinchuang\data\loan_2439\face_signing.jpg,4,0.9417506456375122,medium
loan_0087,D:\GitHub\jinchuang\data\loan_0087\face_signing.jpg,loan_4026,D:\GitHub\jinchuang\data\loan_4026\face_signing.jpg,5,0.9415633678436279,medium
loan_0088,D:\GitHub\jinchuang\data\loan_0088\face_signing.jpg,loan_4088,D:\GitHub\jinchuang\data\loan_4088\face_signing.jpg,1,0.9951181411743164,high
loan_0088,D:\GitHub\jinchuang\data\loan_0088\face_signing.jpg,loan_3057,D:\GitHub\jinchuang\data\loan_3057\face_signing.jpg,2,0.988499104976654,high
loan_0088,D:\GitHub\jinchuang\data\loan_0088\face_signing.jpg,loan_2701,D:\GitHub\jinchuang\data\loan_2701\face_signing.jpg,3,0.9505889415740967,medium
loan_0088,D:\GitHub\jinchuang\data\loan_0088\face_signing.jpg,loan_0130,D:\GitHub\jinchuang\data\loan_0130\face_signing.jpg,4,0.93837970495224,medium
loan_0088,D:\GitHub\jinchuang\data\loan_0088\face_signing.jpg,loan_3099,D:\GitHub\jinchuang\data\loan_3099\face_signing.jpg,5,0.9324060678482056,medium
loan_0089,D:\GitHub\jinchuang\data\loan_0089\face_signing.jpg,loan_4089,D:\GitHub\jinchuang\data\loan_4089\face_signing.jpg,1,0.999660313129425,high
loan_0089,D:\GitHub\jinchuang\data\loan_0089\face_signing.jpg,loan_3058,D:\GitHub\jinchuang\data\loan_3058\face_signing.jpg,2,0.9992997646331787,high
loan_0089,D:\GitHub\jinchuang\data\loan_0089\face_signing.jpg,loan_2702,D:\GitHub\jinchuang\data\loan_2702\face_signing.jpg,3,0.9570208787918091,medium
loan_0089,D:\GitHub\jinchuang\data\loan_0089\face_signing.jpg,loan_3059,D:\GitHub\jinchuang\data\loan_3059\face_signing.jpg,4,0.9539240598678589,medium
loan_0089,D:\GitHub\jinchuang\data\loan_0089\face_signing.jpg,loan_0090,D:\GitHub\jinchuang\data\loan_0090\face_signing.jpg,5,0.9499891996383667,medium
loan_009,D:\GitHub\jinchuang\data\loan_009\face_signing.jpg,loan_003,D:\GitHub\jinchuang\data\loan_003\face_signing.jpg,1,0.9510424137115479,medium
loan_009,D:\GitHub\jinchuang\data\loan_009\face_signing.jpg,loan_007,D:\GitHub\jinchuang\data\loan_007\face_signing.jpg,2,0.9505079388618469,medium
loan_009,D:\GitHub\jinchuang\data\loan_009\face_signing.jpg,loan_005,D:\GitHub\jinchuang\data\loan_005\face_signing.jpg,3,0.9499590396881104,medium
loan_009,D:\GitHub\jinchuang\data\loan_009\face_signing.jpg,loan_011,D:\GitHub\jinchuang\data\loan_011\face_signing.jpg,4,0.9434484243392944,medium
loan_009,D:\GitHub\jinchuang\data\loan_009\face_signing.jpg,loan_015,D:\GitHub\jinchuang\data\loan_015\face_signing.jpg,5,0.9355659484863281,medium
loan_0090,D:\GitHub\jinchuang\data\loan_0090\face_signing.jpg,loan_3059,D:\GitHub\jinchuang\data\loan_3059\face_signing.jpg,1,0.9938311576843262,high
loan_0090,D:\GitHub\jinchuang\data\loan_0090\face_signing.jpg,loan_4090,D:\GitHub\jinchuang\data\loan_4090\face_signing.jpg,2,0.9926803112030029,high
loan_0090,D:\GitHub\jinchuang\data\loan_0090\face_signing.jpg,loan_3058,D:\GitHub\jinchuang\data\loan_3058\face_signing.jpg,3,0.951048731803894,medium
loan_0090,D:\GitHub\jinchuang\data\loan_0090\face_signing.jpg,loan_0089,D:\GitHub\jinchuang\data\loan_0089\face_signing.jpg,4,0.9499891996383667,medium
loan_0090,D:\GitHub\jinchuang\data\loan_0090\face_signing.jpg,loan_4089,D:\GitHub\jinchuang\data\loan_4089\face_signing.jpg,5,0.9491197466850281,medium
loan_0091,D:\GitHub\jinchuang\data\loan_0091\face_signing.jpg,loan_3060,D:\GitHub\jinchuang\data\loan_3060\face_signing.jpg,1,0.9995849132537842,high
loan_0091,D:\GitHub\jinchuang\data\loan_0091\face_signing.jpg,loan_4091,D:\GitHub\jinchuang\data\loan_4091\face_signing.jpg,2,0.9995848536491394,high
loan_0091,D:\GitHub\jinchuang\data\loan_0091\face_signing.jpg,loan_0102,D:\GitHub\jinchuang\data\loan_0102\face_signing.jpg,3,0.9571654796600342,medium
loan_0091,D:\GitHub\jinchuang\data\loan_0091\face_signing.jpg,loan_3071,D:\GitHub\jinchuang\data\loan_3071\face_signing.jpg,4,0.9564681053161621,medium
loan_0091,D:\GitHub\jinchuang\data\loan_0091\face_signing.jpg,loan_4102,D:\GitHub\jinchuang\data\loan_4102\face_signing.jpg,5,0.951361894607544,medium
loan_0092,D:\GitHub\jinchuang\data\loan_0092\face_signing.jpg,loan_3061,D:\GitHub\jinchuang\data\loan_3061\face_signing.jpg,1,0.9993249773979187,high
loan_0092,D:\GitHub\jinchuang\data\loan_0092\face_signing.jpg,loan_4092,D:\GitHub\jinchuang\data\loan_4092\face_signing.jpg,2,0.992257833480835,high
loan_0092,D:\GitHub\jinchuang\data\loan_0092\face_signing.jpg,loan_3113,D:\GitHub\jinchuang\data\loan_3113\face_signing.jpg,3,0.950730562210083,medium
loan_0092,D:\GitHub\jinchuang\data\loan_0092\face_signing.jpg,loan_0144,D:\GitHub\jinchuang\data\loan_0144\face_signing.jpg,4,0.9498568773269653,medium
loan_0092,D:\GitHub\jinchuang\data\loan_0092\face_signing.jpg,loan_4125,D:\GitHub\jinchuang\data\loan_4125\face_signing.jpg,5,0.9454330205917358,medium
loan_0093,D:\GitHub\jinchuang\data\loan_0093\face_signing.jpg,loan_3062,D:\GitHub\jinchuang\data\loan_3062\face_signing.jpg,1,0.9974125623703003,high
loan_0093,D:\GitHub\jinchuang\data\loan_0093\face_signing.jpg,loan_4093,D:\GitHub\jinchuang\data\loan_4093\face_signing.jpg,2,0.9654316902160645,medium
loan_0093,D:\GitHub\jinchuang\data\loan_0093\face_signing.jpg,loan_0113,D:\GitHub\jinchuang\data\loan_0113\face_signing.jpg,3,0.8550890684127808,low
loan_0093,D:\GitHub\jinchuang\data\loan_0093\face_signing.jpg,loan_2706,D:\GitHub\jinchuang\data\loan_2706\face_signing.jpg,4,0.8531638383865356,low
loan_0093,D:\GitHub\jinchuang\data\loan_0093\face_signing.jpg,loan_4113,D:\GitHub\jinchuang\data\loan_4113\face_signing.jpg,5,0.8492797017097473,low
loan_0094,D:\GitHub\jinchuang\data\loan_0094\face_signing.jpg,loan_3063,D:\GitHub\jinchuang\data\loan_3063\face_signing.jpg,1,0.9857069253921509,high
loan_0094,D:\GitHub\jinchuang\data\loan_0094\face_signing.jpg,loan_4094,D:\GitHub\jinchuang\data\loan_4094\face_signing.jpg,2,0.9857068061828613,high
loan_0094,D:\GitHub\jinchuang\data\loan_0094\face_signing.jpg,loan_2707,D:\GitHub\jinchuang\data\loan_2707\face_signing.jpg,3,0.9019111394882202,low
loan_0094,D:\GitHub\jinchuang\data\loan_0094\face_signing.jpg,loan_0137,D:\GitHub\jinchuang\data\loan_0137\face_signing.jpg,4,0.8876333236694336,low
loan_0094,D:\GitHub\jinchuang\data\loan_0094\face_signing.jpg,loan_4137,D:\GitHub\jinchuang\data\loan_4137\face_signing.jpg,5,0.8869833946228027,low
loan_0095,D:\GitHub\jinchuang\data\loan_0095\face_signing.jpg,loan_4095,D:\GitHub\jinchuang\data\loan_4095\face_signing.jpg,1,0.9960331916809082,high
loan_0095,D:\GitHub\jinchuang\data\loan_0095\face_signing.jpg,loan_2199,D:\GitHub\jinchuang\data\loan_2199\face_signing.jpg,2,0.995923638343811,high
loan_0095,D:\GitHub\jinchuang\data\loan_0095\face_signing.jpg,loan_0979,D:\GitHub\jinchuang\data\loan_0979\face_signing.jpg,3,0.980029821395874,high
loan_0095,D:\GitHub\jinchuang\data\loan_0095\face_signing.jpg,loan_0825,D:\GitHub\jinchuang\data\loan_0825\face_signing.jpg,4,0.9762513637542725,high
loan_0095,D:\GitHub\jinchuang\data\loan_0095\face_signing.jpg,loan_3064,D:\GitHub\jinchuang\data\loan_3064\face_signing.jpg,5,0.9712679982185364,high
loan_0096,D:\GitHub\jinchuang\data\loan_0096\face_signing.jpg,loan_3065,D:\GitHub\jinchuang\data\loan_3065\face_signing.jpg,1,0.9980278611183167,high
loan_0096,D:\GitHub\jinchuang\data\loan_0096\face_signing.jpg,loan_4096,D:\GitHub\jinchuang\data\loan_4096\face_signing.jpg,2,0.987418532371521,high
loan_0096,D:\GitHub\jinchuang\data\loan_0096\face_signing.jpg,loan_4093,D:\GitHub\jinchuang\data\loan_4093\face_signing.jpg,3,0.8011016249656677,low
loan_0096,D:\GitHub\jinchuang\data\loan_0096\face_signing.jpg,loan_1592,D:\GitHub\jinchuang\data\loan_1592\face_signing.jpg,4,0.7991302609443665,low
loan_0096,D:\GitHub\jinchuang\data\loan_0096\face_signing.jpg,loan_3284,D:\GitHub\jinchuang\data\loan_3284\face_signing.jpg,5,0.7904439568519592,low
loan_0097,D:\GitHub\jinchuang\data\loan_0097\face_signing.jpg,loan_3066,D:\GitHub\jinchuang\data\loan_3066\face_signing.jpg,1,0.9969719052314758,high
loan_0097,D:\GitHub\jinchuang\data\loan_0097\face_signing.jpg,loan_4097,D:\GitHub\jinchuang\data\loan_4097\face_signing.jpg,2,0.9956188797950745,high
loan_0097,D:\GitHub\jinchuang\data\loan_0097\face_signing.jpg,loan_4090,D:\GitHub\jinchuang\data\loan_4090\face_signing.jpg,3,0.9517737627029419,medium
loan_0097,D:\GitHub\jinchuang\data\loan_0097\face_signing.jpg,loan_0130,D:\GitHub\jinchuang\data\loan_0130\face_signing.jpg,4,0.9513611793518066,medium
loan_0097,D:\GitHub\jinchuang\data\loan_0097\face_signing.jpg,loan_3059,D:\GitHub\jinchuang\data\loan_3059\face_signing.jpg,5,0.9473039507865906,medium
loan_0098,D:\GitHub\jinchuang\data\loan_0098\face_signing.jpg,loan_1919,D:\GitHub\jinchuang\data\loan_1919\face_signing.jpg,1,0.9992965459823608,high
